,actions,category,drugbank_id,known_action,organism,pubmed_ids,uniprot_id
7993,inhibitor,target,DB01117,yes,Plasmodium falciparum (isolate 3D7),10681344|7726490|7909690|11752352,Q08210
7994,inhibitor,target,DB01117,unknown,Human,10658902|15044733|7726490|7909690|9425362|11752352,Q02127
7995,inhibitor,enzyme,DB01117,unknown,Human,19934256,P11712
7996,inhibitor,target,DB01118,yes,Human,11752352|18505444|14754422|18604229,Q12809
7997,antagonist,target,DB01118,yes,Human,12083991,P08588
7998,inhibitor,target,DB01118,unknown,Human,1281221|20221978,O95180
7999,inhibitor,target,DB01118,yes,Human,1281221|20221978,Q9NY47
8000,substrate|inhibitor,enzyme,DB01118,unknown,Human,19515014|18445370|19934256|11038157,P08684
8001,substrate,enzyme,DB01118,unknown,Human,19515014|19934256|11038157,P10632
8002,substrate|inhibitor,enzyme,DB01118,unknown,Human,19515014|19934256,P10635
8003,substrate|inhibitor,enzyme,DB01118,unknown,Human,19515014|19934256,P11712
8004,substrate|inhibitor,enzyme,DB01118,unknown,Human,19515014|19934256,P05177
8005,substrate,enzyme,DB01118,unknown,Human,19934256,P33261
8006,substrate,enzyme,DB01118,unknown,Human,18445370|19934256,P04798
8007,inhibitor,enzyme,DB01118,unknown,Human,19934256,P20815
8008,inhibitor,enzyme,DB01118,unknown,Human,19934256,P24462
8009,inhibitor,enzyme,DB01118,unknown,Human,,P11509
8010,inhibitor|inducer,transporter,DB01118,unknown,Human,8632764|11231118|12235267|8862725|10213372,P08183
8011,inducer,target,DB01119,yes,Human,10518593|10581306|10604939|11808879|12770942,Q14654
8012,inhibitor,target,DB01119,yes,Human,15306243|8298083|7585327|9439778|7681475,P00915
8013,inhibitor,target,DB01119,yes,Human,12511769|8612523,P00918
8014,other,target,DB01119,unknown,Human,12086984|17281115|17287451,P05023
8015,other,target,DB01119,unknown,Human,2541731|12726817|16446048,Q12791
8016,unknown,target,DB01119,unknown,Human,17139284|17016423,P55017
8017,inhibitor,enzyme,DB01119,unknown,Human,7926271,P15104
8018,binder,target,DB01120,yes,Human,11078468|11078469|11484080|11574406|12475777,Q09428
8019,other/unknown,target,DB01120,unknown,Human,12126787|14746574|17046555|17602961,P15692
8020,substrate,enzyme,DB01120,unknown,Human,19515014,P11712
8021,substrate|inhibitor,enzyme,DB01120,unknown,Human,19515014|19934256,P33261
8022,,carrier,DB01120,unknown,Human,1576681|7094168,P02768
8023,inhibitor,target,DB01121,yes,Human,17139284|17016423|3959032|11752352,P35498
8024,inhibitor,target,DB01122,yes,Human,11330337|1588924|15982786|2857786|5833399|13679187|11752352,P22303
8025,,enzyme,DB01122,unknown,Human,1801966,P06276
8026,other/unknown,target,DB01123,no,Human,1711542|4857231|6722124|7407200|7837275|10592235,P00734
8027,,target,DB01123,unknown,Staphylococcus aureus,10592235,P0A0N4
8028,,target,DB01123,unknown,Mycobacterium smegmatis,10592235,Q58L87
8029,inhibitor,target,DB01124,yes,Human,18220763,Q09428
8030,inhibitor,target,DB01124,unknown,Human,11226127|9647478|10455193,P48048
8031,substrate|inhibitor,enzyme,DB01124,unknown,Human,19515014|19934256|9578596,P11712
8032,substrate|inhibitor,enzyme,DB01124,unknown,Human,19934256,P10632
8033,substrate,enzyme,DB01124,unknown,Human,19515014|19934256|9578596,P33261
8034,substrate,enzyme,DB01124,unknown,Human,19934256,P33260
8035,inhibitor,transporter,DB01124,unknown,Human,10748266,P46059
8036,inhibitor,transporter,DB01124,unknown,Human,11883641,P46721
8037,inhibitor,transporter,DB01124,unknown,Human,10854830,Q4U2R8
8038,inhibitor,transporter,DB01124,unknown,Human,10748266,Q16348
8039,substrate,transporter,DB01124,unknown,Human,15640378,O94956
8040,inhibitor,target,DB01125,yes,Human,17139284|17016423|11752352,P38435
8041,inhibitor,target,DB01126,yes,Human,11752352|20426708|19879888|19707263|19543428|18318566|16818707|19200641|19091347,P31213
8042,inhibitor,target,DB01126,yes,Human,11752352|16818707|20426708|19879888|19707263|19543428|18318566|19200641|19091347,P18405
8043,substrate,enzyme,DB01126,unknown,Human,19934256,P08684
8044,substrate,enzyme,DB01126,unknown,Human,19934256,P20815
8045,antagonist,target,DB01127,yes,Yeast,17016423|20625155|20149798|11064188|16543605|10592235,P10613
8046,inhibitor,enzyme,DB01127,unknown,Human,19934256,P11511
8047,inhibitor,enzyme,DB01127,unknown,Human,19934256,P05181
8048,inhibitor,enzyme,DB01127,unknown,Human,19934256,P08684
8049,antagonist,target,DB01128,yes,Human,10076535|10500149|10754148|11931851|12517791|11752352,P10275
8050,substrate|inhibitor,enzyme,DB01128,unknown,Human,15509184,P08684
8051,inhibitor,enzyme,DB01128,unknown,Human,15509184,P33261
8052,inhibitor,enzyme,DB01128,unknown,Human,15509184,P11712
8053,inhibitor,enzyme,DB01128,unknown,Human,15509184,P10635
8054,inhibitor,target,DB01129,yes,Human,10551440|11772142|11752352,P20648
8055,substrate|inhibitor,enzyme,DB01129,unknown,Human,19934256|16783561|15258107,P08684
8056,substrate|inhibitor,enzyme,DB01129,unknown,Human,19934256|16783561|15258107,P33261
8057,inducer,enzyme,DB01129,unknown,Human,19934256,P04798
8058,inducer,enzyme,DB01129,unknown,Human,19934256,P05177
8059,inhibitor,enzyme,DB01129,unknown,Human,15258107|15258107,P11712
8060,inhibitor,enzyme,DB01129,unknown,Human,15258107|15258107,P10635
8061,inhibitor,transporter,DB01129,unknown,Human,19076159,Q9UNQ0
8062,agonist,target,DB01130,yes,Human,2879901|19482847,P04150
8063,inhibitor,target,DB01131,yes,Human,10068594|10998224|11295178|11740746|12667224|11752352,P00374
8064,inhibitor,target,DB01131,unknown,Plasmodium falciparum (isolate K1 / Thailand),17139284|17016423,P13922
8065,substrate,enzyme,DB01131,unknown,Human,11501186|19934256,P33261
8066,inhibitor,enzyme,DB01131,unknown,Human,19934256,P10635
8067,substrate,enzyme,DB01131,unknown,Human,19934256,P05177
8068,substrate,enzyme,DB01131,unknown,Human,19934256,P11712
8069,substrate,enzyme,DB01131,unknown,Human,19934256,P05181
8070,substrate,enzyme,DB01131,unknown,Human,19934256,P08684
8071,agonist,target,DB01132,yes,Human,11752352|20018750|15356026|7768881|9568680|8576907,P37231
8072,substrate|inhibitor,enzyme,DB01132,unknown,Human,19614891|16867170|12642470|19515014|19934256,P10632
8073,substrate|inducer,enzyme,DB01132,unknown,Human,16867170|12642470|12463723|19515014|19934256,P08684
8074,substrate,enzyme,DB01132,unknown,Human,19515014,P23219
8075,inhibitor,enzyme,DB01132,unknown,Human,19934256,P33261
8076,substrate|inhibitor,enzyme,DB01132,unknown,Human,19934256,P11712
8077,inhibitor,enzyme,DB01132,unknown,Human,19934256,P10635
8078,inhibitor,transporter,DB01132,unknown,Human,14977862,Q9NPD5
8079,inhibitor,transporter,DB01132,unknown,Human,14977862,Q9Y6L6
8080,inhibitor,target,DB01133,unknown,Human,8889850,P38606
8081,inhibitor,target,DB01133,unknown,Human,9145236,P18031
8082,agonist,target,DB01134,yes,Human,17139284|17016423|6227474|11752352|744157,P08235
8083,antagonist,target,DB01135,yes,Human,17139284|17016423|18633030|11752352,Q15822
8084,antagonist,target,DB01135,unknown,Human,17139284|17016423|9523819,P08172
8085,substrate,enzyme,DB01135,unknown,Human,2972233|2145783,P06276
8086,antagonist,target,DB01136,yes,Human,1712335|2575762|2577144|7908256,P08588
8087,antagonist,target,DB01136,yes,Human,17139284|17016423,P35348
8088,inhibitor,target,DB01136,unknown,Human,10666308,O95298
8089,antagonist,target,DB01136,unknown,Human,12360591|12398570|14764656|1712335,P07550
8090,other,target,DB01136,unknown,Human,11378004|15071347|15732037|15942707,P15692
8091,other,target,DB01136,unknown,Human,11206715|11401111|14692707|15325927|15864245,P16860
8092,other,target,DB01136,unknown,Human,16448880|16563290,P17302
8093,inhibitor,target,DB01136,unknown,Human,11164846|16314852,Q12809
8094,inhibitor,target,DB01136,unknown,Human,17139284|17016423|15374848,P19320
8095,antagonist,target,DB01136,unknown,Human,15306222|18657662,P25100
8096,antagonist,target,DB01136,unknown,Human,15306222,P35368
8097,antagonist,target,DB01136,unknown,Human,15306222,P18825
8098,antagonist,target,DB01136,unknown,Human,15306222,P18089
8099,antagonist,target,DB01136,unknown,Human,15306222,P08913
8100,inhibitor,target,DB01136,unknown,Human,15374848,P16581
8101,modulator,target,DB01136,unknown,Human,15732037,Q16665
8102,,enzyme,DB01136,unknown,Human,7909721,P47989
8103,substrate,enzyme,DB01136,unknown,Human,19515014|19934256,P11712
8104,substrate,enzyme,DB01136,unknown,Human,19515014|19934256,P10635
8105,substrate,enzyme,DB01136,unknown,Human,19515014|19934256,P05177
8106,substrate,enzyme,DB01136,unknown,Human,19515014|19934256,P08684
8107,substrate,enzyme,DB01136,unknown,Human,19515014,P04798
8108,substrate,enzyme,DB01136,unknown,Human,19515014|19934256,P05181
8109,substrate,enzyme,DB01136,unknown,Human,19515014,P23219
8110,inhibitor,transporter,DB01136,unknown,Human,11716514|11895100|10571255|10783826|12078998|12708479|14732961,P08183
8111,inhibitor,target,DB01137,yes,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),17139284|17016423|11691571|17910998|16857688,P43702
8112,inhibitor,target,DB01137,yes,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),17139284|17016423|9598779|10428935|11718372,P43700
8113,inhibitor,target,DB01137,yes,Human,11752352,P11388
8114,inhibitor,enzyme,DB01137,unknown,Human,19707748|19934256,P05177
8115,inhibitor,enzyme,DB01137,unknown,Human,19934256,P08684
8116,substrate|inhibitor,transporter,DB01137,unknown,Human,9262363|10992002|15032316,P08183
8117,substrate,transporter,DB01137,unknown,Human,9827570,Q4U2R8
8118,inhibitor,transporter,DB01137,unknown,Human,12089365|10082798,O15244
8119,inhibitor,transporter,DB01137,unknown,Human,10215651,Q9H015
8120,inhibitor,target,DB01138,yes,Human,10727523|10917554|11108662|11500505|11834888|17229912,Q92887
8121,inhibitor,target,DB01138,yes,Human,10917554|9685354|10727523|15044619|9885294|11752352,P33527
8122,substrate|inhibitor,enzyme,DB01138,unknown,Human,19515014|19934256,P11712
8123,substrate|inhibitor|inducer,enzyme,DB01138,unknown,Human,19515014|19934256,P08684
8124,inducer,enzyme,DB01138,unknown,Human,19934256,P20813
8125,substrate,enzyme,DB01138,unknown,Human,19934256,P10632
8126,,carrier,DB01138,no,Human,19398502,P12104
8127,inhibitor,transporter,DB01138,unknown,Human,11581266,O15438
8128,inhibitor,transporter,DB01138,unknown,Human,12036927,O15439
8129,inhibitor,transporter,DB01138,unknown,Human,10840050,O15440
8130,inhibitor,transporter,DB01138,unknown,Human,12527806,O95255
8131,inhibitor,transporter,DB01138,unknown,Human,15504753,P08183
8132,inhibitor,transporter,DB01138,unknown,Human,10917554,P33527
8133,substrate|inhibitor,transporter,DB01138,unknown,Human,11834888|10917554,Q92887
8134,inhibitor,target,DB01139,yes,Clostridium perfringens (strain 13 / Type A),17139284|17016423|808545,Q8XJ01
8135,inhibitor,target,DB01140,yes,Streptococcus pneumoniae,7447421,Q75Y35
8136,inhibitor,target,DB01140,yes,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),7447421,Q8DR59
8137,inhibitor,target,DB01140,yes,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),7447421,Q7CRA4
8138,inhibitor,target,DB01140,yes,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),7447421|14600253|14600253,P0A3M6
8139,substrate|inhibitor,transporter,DB01140,unknown,Human,7592745|8627565|9753615|10087037|15567297|9374833|15618677|9379359|16627568|8627565,P46059
8140,inhibitor,transporter,DB01140,unknown,Human,10636865,O76082
8141,inhibitor,transporter,DB01140,unknown,Human,11909604|12005172|10411577,Q4U2R8
8142,inhibitor,transporter,DB01140,unknown,Human,7592745|9374833|15567297|14600253,Q16348
8143,inhibitor,transporter,DB01140,unknown,Human,11909604|12005172,Q8TCC7
8144,inhibitor,target,DB01141,yes,Aspergillus niger (strain CBS 513.88 / FGSC A1513),19724014|19463275|16960253|16990627|15101786,A2QLK4
8145,substrate,enzyme,DB01141,unknown,Human,15882123|17516879,P21964
8146,substrate,enzyme,DB01141,unknown,Human,15882123|17516879,P15289
8147,antagonist,target,DB01142,yes,Human,15286093|7238574|15255990|3011460|6086881|7855217|19179941|17685877|2141000|11752352,P35367
8148,antagonist,target,DB01142,yes,Human,2897127|2141000,P25021
8149,inhibitor,target,DB01142,yes,Human,9537821|19179941,P23975
8150,inhibitor,target,DB01142,yes,Human,9537821|19179941,P31645
8151,antagonist,target,DB01142,yes,Human,7855217|309138|19179941,P28223
8152,antagonist,target,DB01142,yes,Human,7855217|309138,P41595
8153,antagonist,target,DB01142,yes,Human,7855217|309138,P28335
8154,antagonist,target,DB01142,yes,Human,7855217|19179941|2329499|2141000,P11229
8155,antagonist,target,DB01142,yes,Human,7855217|2329499|2141000,P08172
8156,antagonist,target,DB01142,yes,Human,7855217|2329499|2141000,P20309
8157,antagonist,target,DB01142,yes,Human,7855217|2329499|2141000,P08173
8158,antagonist,target,DB01142,yes,Human,7855217|2329499|2141000,P08912
8159,antagonist,target,DB01142,unknown,Human,7855217|19179941|6086881,P35348
8160,antagonist,target,DB01142,unknown,Human,7855217|19179941|6086881,P35368
8161,antagonist,target,DB01142,unknown,Human,7855217|19179941|6086881,P25100
8162,antagonist,target,DB01142,yes,Human,7855217|309138,P08908
8163,antagonist,target,DB01142,unknown,Human,7855217,P08913
8164,antagonist,target,DB01142,unknown,Human,7855217,P18089
8165,antagonist,target,DB01142,unknown,Human,7855217,P18825
8166,antagonist,target,DB01142,unknown,Human,7855217|6086881,P14416
8167,binder,target,DB01142,unknown,Human,,P50406
8168,binder,target,DB01142,unknown,Human,,Q9H3N8
8169,,target,DB01142,unknown,Human,17560554,Q12809
8170,substrate|inhibitor,enzyme,DB01142,unknown,Human,15520506|15168101|12360109|11037801|19934256,P10635
8171,substrate,enzyme,DB01142,unknown,Human,12360109|12180536|19934256,P33261
8172,substrate,enzyme,DB01142,unknown,Human,12360109|12180536|19934256,P11712
8173,substrate,enzyme,DB01142,unknown,Human,12180536|11037801|19934256,P05177
8174,substrate,enzyme,DB01142,unknown,Human,12180536,P08684
8175,other/unknown,carrier,DB01142,unknown,Human,2870173,P02763
8176,inhibitor,transporter,DB01142,unknown,Human,12438524,P08183
8177,inducer,target,DB01143,yes,Human,10348255|10523712|10553165|10628381|10995012,P10696
8178,inducer,target,DB01143,unknown,Human,17139284|17016423,P22413
8179,,enzyme,DB01143,unknown,Human,8783662,P05186
8180,inhibitor,target,DB01144,yes,Human,14684332|9336012|17228881|19648295|19019313,P00915
8181,inhibitor,target,DB01144,yes,Human,18336310,P00918
8182,inhibitor,target,DB01144,yes,Human,18336310,P22748
8183,inhibitor,target,DB01144,yes,Human,18336310,P43166
8184,inducer,enzyme,DB01144,unknown,Human,19934256,P11712
8185,inhibitor,target,DB01145,yes,Plasmodium falciparum,17139284|17016423|6753759|19430180,Q27738
8186,antagonist,target,DB01146,yes,Human,17139284|17016423|1912125|1678430|18977145|15627433|11752352,P35367
8187,inhibitor,target,DB01146,unknown,Human,15627433,Q01959
8188,inhibitor,target,DB01147,yes,Clostridium perfringens (strain 13 / Type A),17139284|17016423|6810758,Q8XJ01
8189,inducer,target,DB01147,unknown,Escherichia coli (strain K12),17139284|17016423|16792938|16971653|15631796,P00811
8190,inhibitor,target,DB01147,yes,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),7447421,Q8DNB6
8191,inhibitor,target,DB01147,yes,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),7447421,P0A3M5
8192,inhibitor,target,DB01147,yes,Pseudomonas aeruginosa,7447421,Q51504
8193,inhibitor,target,DB01147,unknown,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),20726582,P0AEB3
8194,,carrier,DB01147,unknown,Human,1031216|7356894|8024646,P02768
8195,inhibitor,transporter,DB01147,unknown,Human,15567297,P46059
8196,inhibitor,transporter,DB01147,unknown,Human,15567297,Q16348
8197,inhibitor,transporter,DB01147,unknown,Human,10411577,Q4U2R8
8198,antagonist,target,DB01148,yes,Human,17139284|17016423|19002123|10858873|3247311,P08172
8199,antagonist,target,DB01148,yes,Human,17139284|17016423|3247311,P11229
8200,antagonist,target,DB01149,yes,Human,10220119|10435395|10577608|12873632|14520130|7649970|7855217|9098663,P28223
8201,antagonist,target,DB01149,yes,Human,16433010|11752352,P28335
8202,inhibitor,target,DB01149,yes,Human,7475971|9472845|9537821|7649970|9098663,P31645
8203,antagonist,target,DB01149,yes,Human,7855217,P08908
8204,inhibitor,target,DB01149,yes,Human,7475971|10512149|9537821|7649970|9098663,P23975
8205,inhibitor,target,DB01149,unknown,Human,9537821,Q01959
8206,other/unknown,target,DB01149,unknown,Human,11752352|17139284|17016423,P35368
8207,antagonist,target,DB01149,unknown,Human,7855217,P08913
8208,antagonist,target,DB01149,no,Human,7649970|7855217,P35348
8209,inhibitor,enzyme,DB01149,unknown,Human,19934256,P20815
8210,inhibitor,enzyme,DB01149,unknown,Human,19934256,P24462
8211,substrate|inhibitor,enzyme,DB01149,unknown,Human,9098663|14709940|19934256|10445380,P08684
8212,inhibitor,enzyme,DB01149,unknown,Human,19211989,Q14097
8213,substrate|inhibitor,enzyme,DB01149,unknown,Human,10445380|19934256,P10635
8214,inducer,transporter,DB01149,unknown,Human,11452702,P08183
8215,inhibitor,target,DB01150,yes,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),11959556,Q04707
8216,inhibitor,target,DB01150,yes,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),11959556,P14677
8217,inhibitor,target,DB01150,yes,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),11959556,P0A3M5
8218,inhibitor,target,DB01151,yes,Human,10424850|12137927|12837768|15002740|15814154|11752352|9537821,P23975
8219,inhibitor,target,DB01151,yes,Human,12464448|16140280|16300628|9422361|9537821,P31645
8220,antagonist,target,DB01151,yes,Human,7855217,P28223
8221,antagonist,target,DB01151,unknown,Human,7816863|8741184|8988485|17417877|17558518,P07550
8222,other,target,DB01151,unknown,Human,8741184|12393876|7816863|15093822|8730743,P08588
8223,inhibitor,target,DB01151,unknown,Human,14689449|14960314|15705795|16803890|7945993|20502000,P17405
8224,antagonist,target,DB01151,no,Human,10467920|7855217,P35367
8225,antagonist,target,DB01151,no,Human,7855217|17139284|17016423,P11229
8226,antagonist,target,DB01151,no,Human,7855217|17139284|17016423,P08172
8227,antagonist,target,DB01151,no,Human,7855217,P20309
8228,antagonist,target,DB01151,no,Human,7855217,P08173
8229,antagonist,target,DB01151,no,Human,7855217,P08912
8230,,target,DB01151,unknown,Aquifex aeolicus (strain VF5),10592235,O67854
8231,binder,target,DB01151,unknown,Human,7855217,P08908
8232,binder,target,DB01151,unknown,Human,8876023,P28335
8233,binder,target,DB01151,unknown,Human,7855217,P14416
8234,substrate|inhibitor,enzyme,DB01151,unknown,Human,8968657|19934256|11996013,P10635
8235,substrate|inhibitor,enzyme,DB01151,unknown,Human,19934256,P33261
8236,substrate,enzyme,DB01151,unknown,Human,19934256,P33260
8237,substrate,enzyme,DB01151,unknown,Human,19934256,P05177
8238,inhibitor,enzyme,DB01151,unknown,Human,19934256,P08684
8239,inhibitor,enzyme,DB01151,unknown,Human,19934256,P11509
8240,inhibitor,enzyme,DB01151,unknown,Human,19934256,P20813
8241,inhibitor,enzyme,DB01151,unknown,Human,19934256,P05181
8242,,carrier,DB01151,no,Human,2870173,P02763
8243,inhibitor,transporter,DB01151,unknown,Human,12438524|14985103,P08183
8244,inhibitor,transporter,DB01151,unknown,Human,9655880|11502595|7990927,O15245
8245,inhibitor,transporter,DB01151,unknown,Human,9260930|11502595,O15244
8246,inhibitor,transporter,DB01151,unknown,Human,10966924|9632645|9830022,O75751
8247,inhibitor,transporter,DB01151,unknown,Human,10454528,O76082
8248,inhibitor,transporter,DB01151,unknown,Human,10825452,Q9H015
8249,inhibitor,target,DB01153,yes,Yeast,17139284|17016423|1627190|10592235|1627191|19275277,P10613
8250,inhibitor,enzyme,DB01153,unknown,Human,19934256,Q16850
8251,agonist,target,DB01154,yes,Human,17139284|17016423|11900777|14579514|10209232|11264449|10487207|18619475,P14867
8252,inhibitor,target,DB01154,yes,Human,15852621|14739809|10754636,Q15842
8253,inhibitor,target,DB01154,yes,Human,14739809|10754636|15852621,Q14654
8254,substrate,enzyme,DB01154,unknown,Human,10960410,P11712
8255,inhibitor,target,DB01155,yes,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),17139284|17016423|15664487|11796351|17296740,P43702
8256,inhibitor,target,DB01155,yes,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),17139284|17016423|12842332|15664487|11796351,P43700
8257,inhibitor,target,DB01156,yes,Human,12183670|12185406|12589396|14550679|15787205|11752352|9537821|15361919,Q01959
8258,inhibitor,target,DB01156,yes,Human,12909199|16893531|11752352|15361919,P23975
8259,antagonist,target,DB01156,unknown,Human,9862757|10991997,P32297
8260,substrate|inhibitor,enzyme,DB01156,unknown,Human,17101742|19934256|11996013|10997936|16368442|17009913,P20813
8261,substrate|inhibitor,enzyme,DB01156,unknown,Human,19934256|17009913,P10635
8262,substrate,enzyme,DB01156,unknown,Human,19934256,P05177
8263,substrate,enzyme,DB01156,unknown,Human,19934256,P11509
8264,substrate,enzyme,DB01156,unknown,Human,19934256,P10632
8265,substrate,enzyme,DB01156,unknown,Human,19934256,P11712
8266,substrate,enzyme,DB01156,unknown,Human,19934256,P05181
8267,substrate,enzyme,DB01156,unknown,Human,19934256,P08684
8268,,carrier,DB01156,no,Human,2870173,P02763
8269,inhibitor,target,DB01157,yes,Human,10386066|11448221|11752096|12416030|12649191|10091649|11752352,P00374
8270,inhibitor,target,DB01158,yes,Human,1334399|15121098|1662173|1667290,P05023
8271,binder,target,DB01159,yes,Human,20519544|20217349,O14649
8272,binder,target,DB01159,yes,Human,20519544|20217349,Q9NPC2
8273,inhibitor,target,DB01159,unknown,Human,10794813|10592235,Q12791
8274,antagonist,target,DB01159,unknown,Human,8968191,Q8TCU5
8275,antagonist,target,DB01159,unknown,Human,8968191,O60391
8276,antagonist,target,DB01159,unknown,Human,8968191,Q12879
8277,allosteric modulator,target,DB01159,unknown,Human,17139284|17016423|15287733,P23415
8278,other,target,DB01159,unknown,Human,10913255|11157886,P08100
8279,inhibitor,target,DB01159,unknown,Human,15175324|16243998,P48051
8280,inhibitor,target,DB01159,unknown,Human,11455015|11465552|15175324,P48549
8281,inhibitor,target,DB01159,unknown,Human,17139284|17016423|12411515,P03886
8282,inhibitor,target,DB01159,unknown,Human,17139284|17016423|10794813,O15554
8283,other/unknown,target,DB01159,unknown,Human,17139284|17016423,P30049
8284,other/unknown,target,DB01159,unknown,Human,17139284|17016423,P98194
8285,other/unknown,target,DB01159,unknown,Human,17139284|17016423,P14867
8286,other/unknown,target,DB01159,unknown,Human,10913255|11961592|12657848|12826849|15175324,P59768
8287,other/unknown,target,DB01159,unknown,Human,10913255|11961111|12826849,Q6W5P4
8288,substrate,enzyme,DB01159,unknown,Human,19442086|19934256|9103523,P05181
8289,substrate,enzyme,DB01159,unknown,Human,19442086|19934256,P08684
8290,substrate,enzyme,DB01159,unknown,Human,19442086|19934256,P11509
8291,substrate,enzyme,DB01159,unknown,Human,19934256,P20813
8292,substrate,enzyme,DB01159,unknown,Human,19934256,P11712
8293,substrate,enzyme,DB01159,unknown,Human,19934256,P10635
8294,,carrier,DB01159,unknown,Human,15449957,P02768
8295,agonist,target,DB01160,yes,Human,8777582,P43088
8296,antagonist,target,DB01160,unknown,Human,17139284|17016423|11752352,P43119
8297,,transporter,DB01160,unknown,Human,11907186,O15244
8298,,transporter,DB01160,unknown,Human,11907186,Q4U2R8
8299,,transporter,DB01160,unknown,Human,11907186,Q9Y694
8300,,transporter,DB01160,unknown,Human,11907186,Q8TCC7
8301,,transporter,DB01160,unknown,Human,11907186,Q9NSA0
8302,,transporter,DB01160,unknown,Human,8787677,Q92959
8303,,transporter,DB01160,unknown,Human,14631946,Q9UIG8
8304,inhibitor,target,DB01161,yes,Human,17139284|17016423|8418714,Q9Y5Y9
8305,antagonist,target,DB01161,unknown,Human,17139284|17016423,Q8TCU5
8306,antagonist,target,DB01161,unknown,Human,17139284|17016423,Q9GZZ6
8307,antagonist,target,DB01161,unknown,Human,17139284|17016423,P46098
8308,inhibitor,target,DB01161,unknown,Human,11605081|7768269|10078990|11255924,Q01959
8309,substrate,enzyme,DB01161,unknown,Human,7081736|385208|11305839|3111302|7425357,P06276
8310,antagonist,target,DB01162,yes,Human,9732824|11752352|9352700|8736427|10503165|14767264,P35348
8311,antagonist,target,DB01162,yes,Human,11711348|11752352|2988814|1358918,P35368
8312,antagonist,target,DB01162,yes,Human,11752352,P25100
8313,inhibitor,target,DB01162,unknown,Human,15098086,Q12809
8314,inhibitor,target,DB01162,unknown,Human,15098086,Q9H252
8315,inhibitor,target,DB01162,unknown,Human,15098086,Q9NS40
8316,inhibitor,transporter,DB01162,unknown,Human,19806783,P08183
8317,inhibitor,target,DB01163,yes,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),7447421,Q8DNB6
8318,inhibitor,target,DB01163,yes,Escherichia coli (strain K12),6311012|8190989,P0AD65
8319,inhibitor,target,DB01163,yes,Streptococcus pneumoniae,7447421,Q75Y35
8320,inhibitor,target,DB01163,yes,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),7447421,Q8DR59
8321,inhibitor,target,DB01163,yes,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),7447421,P0A3M6
8322,inhibitor,target,DB01163,yes,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),7447421,Q7CRA4
8323,inhibitor,target,DB01165,yes,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),17139284|17016423|16895934|17908946|17073264|9293187,P43702
8324,inhibitor,target,DB01165,yes,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),17139284|17016423|9598779|7963747|17035499,P43700
8325,inhibitor,target,DB01165,unknown,Human,2847647,P11388
8326,inhibitor,enzyme,DB01165,unknown,Human,19934256,P05177
8327,inhibitor,transporter,DB01165,unknown,Human,10525100,O76082
8328,inhibitor,transporter,DB01165,unknown,Human,10817732,P33527
8329,inhibitor,transporter,DB01165,unknown,Human,10411577,Q4U2R8
8330,inhibitor,transporter,DB01165,unknown,Human,9495864,Q92887
8331,inhibitor,transporter,DB01165,unknown,Human,10215651,Q9H015
8332,inhibitor,target,DB01166,yes,Human,11752352|16472148|12180353|19218671|18282775,Q14432
8333,substrate,enzyme,DB01166,unknown,Human,10702888,P20815
8334,substrate,enzyme,DB01166,unknown,Human,10702888,P24462
8335,substrate,enzyme,DB01166,unknown,Human,10702888,P33261
8336,substrate,enzyme,DB01166,unknown,Human,10702888,P08684
8337,substrate,enzyme,DB01166,unknown,Human,10702888,P05177
8338,substrate,enzyme,DB01166,unknown,Human,10702888,P10635
8339,inhibitor,target,DB01167,yes,Human,11752352|10608831|16964330,Q16850
8340,inhibitor,target,DB01167,yes,Yeast,17139284|17016423|9326581|10991846|12606318,P50859
8341,inhibitor,enzyme,DB01167,unknown,Human,,P20815
8342,inhibitor,enzyme,DB01167,unknown,Human,,P24462
8343,substrate|inhibitor,enzyme,DB01167,unknown,Human,16141567|15969931|19934256|10668858,P08684
8344,inhibitor,enzyme,DB01167,unknown,Human,19934256,P10635
8345,inhibitor,enzyme,DB01167,unknown,Human,17101742,P20813
8346,inducer,enzyme,DB01167,unknown,Human,19934256,P04798
8347,inhibitor,enzyme,DB01167,unknown,Human,19934256,P05181
