,actions,category,drugbank_id,known_action,organism,pubmed_ids,uniprot_id
399,inhibitor,transporter,DB00091,unknown,Human,11437380,Q9UNQ0
400,inhibitor,transporter,DB00091,unknown,Human,12490595|12538813|12906759|14530907,Q9Y6L6
401,inhibitor,target,DB00092,yes,Human,17555598|11970990|17403057|14968366|12795770|11752352,P06729
402,,target,DB00092,unknown,Human,17139284|17016423,P00736
403,,target,DB00092,unknown,Human,17139284|17016423,P02745
404,,target,DB00092,unknown,Human,17139284|17016423,P02746
405,,target,DB00092,unknown,Human,17139284|17016423,P02747
406,,target,DB00092,unknown,Human,17139284|17016423|11970990|12795239,P08637
407,,target,DB00092,unknown,Human,17139284|17016423,P12314
408,,target,DB00092,unknown,Human,17139284|17016423,P12318
409,,target,DB00092,unknown,Human,17139284|17016423,P31994
410,,target,DB00092,unknown,Human,17139284|17016423,P31995
411,,target,DB00092,unknown,Human,11970990,O75015
412,agonist,target,DB00093,yes,Human,17139284|17016423|18655903|11752352,P37288
413,agonist,target,DB00094,yes,Human,11299519|7755615|2108722|8319832|8070368|11752352,P23945
414,antibody,target,DB00095,yes,Human,19170413|17053736|11752352,P20701
415,,target,DB00095,unknown,Human,17139284|17016423,O75015
416,,target,DB00095,unknown,Human,17139284|17016423,P00736
417,,target,DB00095,unknown,Human,17139284|17016423,P02745
418,,target,DB00095,unknown,Human,17139284|17016423,P02746
419,,target,DB00095,unknown,Human,17139284|17016423,P02747
420,,target,DB00095,unknown,Human,17139284|17016423,P08637
421,,target,DB00095,unknown,Human,17139284|17016423,P12314
422,,target,DB00095,unknown,Human,17139284|17016423,P12318
423,,target,DB00095,unknown,Human,17139284|17016423,P31994
424,,target,DB00095,unknown,Human,17139284|17016423,P31995
425,,target,DB00097,yes,Human,15967102|12606382|17059863,P22888
426,binder,target,DB00097,yes,Human,9027352|17059863|20374735|11752352,P23945
427,inhibitor,target,DB00098,unknown,Human,17139284|17016423|11752352,P06126
428,antagonist,target,DB00098,yes,Human,12586600,Q95460
429,,target,DB00098,yes,Human,12586600,P20701
430,,target,DB00098,yes,Human,12586600,P42081
431,,target,DB00098,yes,Human,12586600,P31994
432,,target,DB00098,yes,Human,12586600,P01730
433,,target,DB00098,yes,Human,12586600,P05556
434,,target,DB00098,yes,Human,12586600,P06756
435,,target,DB00098,yes,Human,12586600,P05106
436,stimulator,target,DB00099,yes,Human,17001306|17494858|15949269|17127322|16033816,Q99062
437,other/unknown,target,DB00099,unknown,Human,14657210|16245075|17311988|17475913|15353486|12393522,P08246
438,activator,target,DB00100,yes,Human,1391956|8083242|9079657|10933803|10919405|11752352|659613,P00742
439,ligand,target,DB00100,yes,Human,10593931|11342438|659613,P03951
440,ligand,target,DB00100,yes,Human,10192655|10381508|10498586|10617609|10938981|659613,P08709
441,cofactor,target,DB00100,yes,Human,11150722|12719776|12826528|14598591|16476097|659613,P00451
442,,target,DB00100,unknown,Human,10498586|10499904|10499905|10648407|11019961,P00734
443,,target,DB00100,unknown,Human,17139284|17016423|12522212,Q07954
444,,target,DB00100,unknown,Human,14660587|9115224|8506307|9748333|9141486,P38435
445,,target,DB00102,yes,Human,18686746,P09619
446,,target,DB00102,unknown,Human,10070317|7665222|12632922|1702511|14506245,P16234
447,,target,DB00102,unknown,Human,1697862|7541796,P01023
448,,target,DB00104,yes,Human,16438887|15103227|16625841|16625842|16223973,P30872
449,,target,DB00104,yes,Human,16809928|16086874|16438887|16625841|16625842,P35346
450,binder,target,DB00104,yes,Human,19537708|11752352,P30874
451,inhibitor,enzyme,DB00104,unknown,Human,10929949|11020872,P05164
452,binder,target,DB00105,yes,Human,17139284|17016423|7584665|11752352,P48551
453,binder,target,DB00105,yes,Human,17139284|17016423|10567921|11752352,P17181
454,antagonist,target,DB00106,yes,Human,16985933,P30968
455,agonist,target,DB00107,yes,Human,20108008|20104850|18655883|15646817|21208749,P30559
456,binder,target,DB00107,unknown,Human,17016423|6687626|1486803,P01178
457,substrate,enzyme,DB00107,unknown,Human,11495689|3544718|6361010,P48147
458,antibody,target,DB00108,yes,Human,16268663|16634035|17461891|9389694|11752352,P13612
459,,target,DB00108,unknown,Human,17139284|17016423,O75015
460,,target,DB00108,unknown,Human,17139284|17016423,P00736
461,,target,DB00108,unknown,Human,17139284|17016423,P02745
462,,target,DB00108,unknown,Human,17139284|17016423,P02746
463,,target,DB00108,unknown,Human,17139284|17016423,P02747
464,,target,DB00108,unknown,Human,17139284|17016423,P08637
465,,target,DB00108,unknown,Human,17139284|17016423,P12314
466,,target,DB00108,unknown,Human,17139284|17016423,P12318
467,,target,DB00108,unknown,Human,17139284|17016423,P31994
468,,target,DB00108,unknown,Human,17139284|17016423,P31995
469,,target,DB00108,unknown,Human,11752352,P05362
470,,target,DB00109,yes,Human immunodeficiency virus 1,17139284|17016423|17053353|16160172|16891628,Q53I07
471,substrate,enzyme,DB00109,unknown,Human,15656696,P33261
472,substrate,enzyme,DB00109,unknown,Human,15656696,P05181
473,,target,DB00110,yes,Human respiratory syncytial virus B (strain 18537),20519399|17990791|20166098,P13843
474,,target,DB00110,unknown,Human,17139284|17016423,O75015
475,,target,DB00110,unknown,Human,17139284|17016423,P00736
476,,target,DB00110,unknown,Human,17139284|17016423,P02745
477,,target,DB00110,unknown,Human,17139284|17016423,P02746
478,,target,DB00110,unknown,Human,17139284|17016423,P02747
479,,target,DB00110,unknown,Human,17139284|17016423,P08637
480,,target,DB00110,unknown,Human,17139284|17016423,P12314
481,,target,DB00110,unknown,Human,17139284|17016423,P12318
482,,target,DB00110,unknown,Human,17139284|17016423,P31994
483,,target,DB00110,unknown,Human,17139284|17016423,P31995
484,antibody,target,DB00111,yes,Human,16304857|10607689|16908318|8600944|17564638|19788505|11752352,P01589
485,antibody,target,DB00111,yes,Human,12372041|15022409|15814281|2571203|2647626|11752352,P14784
486,,target,DB00111,unknown,Human,1835892|2335478|8097750|2415663|1900882,O75015
487,,target,DB00111,unknown,Human,17139284|17016423,P00736
488,,target,DB00111,unknown,Human,17139284|17016423,P02745
489,,target,DB00111,unknown,Human,17139284|17016423,P02746
490,,target,DB00111,unknown,Human,17139284|17016423,P02747
491,,target,DB00111,unknown,Human,17139284|17016423,P08637
492,,target,DB00111,unknown,Human,1828823,P12314
493,,target,DB00111,unknown,Human,17139284|17016423,P12318
494,,target,DB00111,unknown,Human,17139284|17016423,P31994
495,,target,DB00111,unknown,Human,17139284|17016423,P31995
496,,target,DB00112,yes,Human,11752352|15705858,P15692
497,,target,DB00112,unknown,Human,17139284|17016423,O75015
498,,target,DB00112,unknown,Human,17139284|17016423,P00736
499,,target,DB00112,unknown,Human,17139284|17016423,P02745
500,,target,DB00112,unknown,Human,17139284|17016423,P02746
501,,target,DB00112,unknown,Human,17139284|17016423,P02747
502,,target,DB00112,unknown,Human,17139284|17016423,P08637
503,,target,DB00112,unknown,Human,17139284|17016423,P12314
504,,target,DB00112,unknown,Human,17139284|17016423,P12318
505,,target,DB00112,unknown,Human,17139284|17016423,P31994
506,,target,DB00112,unknown,Human,17139284|17016423,P31995
507,other/unknown,target,DB00113,unknown,Human,12865871|9389396,P13688
508,cofactor,target,DB00114,unknown,Human,17139284|17016423|7592550|6703688,Q9BYV1
509,cofactor,target,DB00114,unknown,Human,15381280|11488610|15686475|12535612|12067524,Q99259
510,cofactor,target,DB00114,unknown,Human,11948191|12173932|12644499|15196993|15365998,P35520
511,cofactor,target,DB00114,unknown,Human,14756555|12204580|17300176|11985583,Q16719
512,cofactor,target,DB00114,unknown,Human,17139284|17016423|7526359|9305893|3143355|10592235,P34896
513,cofactor,target,DB00114,unknown,Human,12119030|17469805|16310786|12860127|12196163,Q9Y697
514,activator,target,DB00114,unknown,Human,11340119|11888303|12167474|16925884|11752352,P17174
515,cofactor,target,DB00114,unknown,Human,17139284|17016423|10592235,P04181
516,cofactor,target,DB00114,unknown,Human,12672797|12627959|15476392|12460114|11683631,P11926
517,cofactor,target,DB00114,unknown,Human,12126930|15016471,Q8N5Z0
518,inhibitor,target,DB00114,unknown,Human,14534310|17531224|14567543|16096275|15723541|11752352,P80404
519,cofactor,target,DB00114,unknown,Human,16538088|16207494|17032564|17216302|15772097,Q9NVS9
520,cofactor,target,DB00114,unknown,Human,15522238|11377878,O95470
521,cofactor,target,DB00114,unknown,Human,16570355|16902803|16466641|12441383|12798391,P17735
522,cofactor,target,DB00114,unknown,Human,12167474|12850267|16846239|12798391|16463021,Q16773
523,cofactor,target,DB00114,unknown,Human,17139284|17016423,Q8IYQ7
524,cofactor,target,DB00114,unknown,Human,17139284|17016423|17705025,P06737
525,cofactor,target,DB00114,unknown,Human,12782147|11726713|11781309|11279212|11171191,O15270
526,cofactor,target,DB00114,unknown,Human,15070923,Q9Y600
527,cofactor,target,DB00114,unknown,Human,12679420|16547811|16790022|15070923|11980912,P19113
528,cofactor,target,DB00114,unknown,Human,11980912|15583399|16997906|11168717|17305368,Q96A70
529,cofactor,target,DB00114,unknown,Human,15689518|14596599|14646100|16580895|15155761,P20132
530,cofactor,target,DB00114,unknown,Human,11318637,O75600
531,cofactor,target,DB00114,unknown,Human,15791207|16228305,P23378
532,cofactor,target,DB00114,unknown,Human,14688239|12537583|16179747|15347780|11330835,P24298
533,cofactor,target,DB00114,unknown,Human,17139284|17016423|8695645|10024454|16532449|10592235,Q9Y617
534,cofactor,target,DB00114,unknown,Human,17139284|17016423|7275938|10577279|12686158,P13196
535,cofactor,target,DB00114,unknown,Human,17139284|17016423|16971151,P21549
536,cofactor,target,DB00114,unknown,Human,14522954|11000053|17531224|16336786|16336194,Q96GD0
537,cofactor,target,DB00114,unknown,Human,12782147|11781309|11279212,O15269
538,cofactor,target,DB00114,unknown,Human,15184188|15823094|17377202|16857832|11578145,P32929
539,cofactor,target,DB00114,unknown,Human,17139284|17016423,P54687
540,cofactor,target,DB00114,unknown,Human,17139284|17016423,O15382
541,cofactor,target,DB00114,unknown,Human,17139284|17016423,O94903
542,cofactor,target,DB00114,unknown,Human,17139284|17016423,O95954
543,cofactor,target,DB00114,unknown,Human,17139284|17016423|236311,P00505
544,cofactor,target,DB00114,unknown,Human,17139284|17016423,P11216
545,cofactor,target,DB00114,unknown,Human,12460107|11052666|11228757|11508701|12217700,P11217
546,cofactor,target,DB00114,unknown,Human,17139284|17016423|6983619|7567987|11085948|20403077,P20711
547,cofactor,target,DB00114,unknown,Human,17139284|17016423|7526359|9305893|3143355,P34897
548,cofactor,target,DB00114,unknown,Human,17139284|17016423,Q2TU84
549,cofactor,target,DB00114,unknown,Human,17139284|17016423|16075246|8499653|10978228,Q49AK1
550,cofactor,target,DB00114,unknown,Human,17139284|17016423|17918169,Q53ET4
551,cofactor,target,DB00114,unknown,Human,15561708,Q59FK2
552,cofactor,target,DB00114,unknown,Human,17139284|17016423,Q59GM9
553,cofactor,target,DB00114,unknown,Human,17139284|17016423,Q59HE2
554,cofactor,target,DB00114,unknown,Human,17139284|17016423,P34896
555,cofactor,target,DB00114,unknown,Human,17139284|17016423,P34896
556,cofactor,target,DB00114,unknown,Human,12699240|15251194|12191993|17469798|15840827,Q5JAM2
557,cofactor,target,DB00114,unknown,Human,17139284|17016423|16075246|8499653|10978228,Q5VZ30
558,cofactor,target,DB00114,unknown,Human,15965967|11085948|11709201|12679420|15070923,Q6IBS8
559,cofactor,target,DB00114,unknown,Human,17139284|17016423,Q6P996
560,cofactor,target,DB00114,unknown,Human,17139284|17016423,Q6YP21
561,cofactor,target,DB00114,unknown,Human,17139284|17016423,Q6ZQY3
562,cofactor,target,DB00114,unknown,Human,17139284|17016423|10592235,Q96I15
563,cofactor,target,DB00114,unknown,Human,17139284|17016423|10592235,Q6WRI0
564,cofactor,target,DB00114,unknown,Human,17139284|17016423,Q8IUZ5
565,cofactor,target,DB00114,unknown,Human,17139284|17016423|16075246|8499653|10978228,Q8IVA8
566,cofactor,target,DB00114,unknown,Human,15865438|11877399|17482557|17651438|16980404,P34897
567,cofactor,target,DB00114,unknown,Human,17139284|17016423|241701,Q8TD30
568,cofactor,target,DB00114,unknown,Human,15561708|16784786|11886751|11553608,Q96EN8
569,cofactor,target,DB00114,unknown,Human,17139284|17016423,Q96GA7
570,cofactor,target,DB00114,unknown,Human,17139284|17016423,Q96JQ3
571,cofactor,target,DB00114,unknown,Human,17139284|17016423,Q9BXA1
572,cofactor,target,DB00114,unknown,Human,16289454|16185077|15306409|12560076|12596860,Q9GZT4
573,cofactor,target,DB00114,unknown,Human,17194211|11481605,Q9HD40
574,cofactor,target,DB00114,unknown,Human,17139284|17016423,Q9NUV7
575,cofactor,target,DB00114,unknown,Human,12021103|11108513|11034389|16538088|17531224,Q9UGI5
576,cofactor,target,DB00114,unknown,Human,12544342|11781309|12383475|16847354|12686111,Q9UJX1
577,cofactor,target,DB00114,unknown,Human,17139284|17016423|15070923,Q9Y600
578,cofactor,target,DB00115,yes,Human,19904199|18709879,Q99707
579,cofactor,target,DB00115,yes,Human,16281286|16305240|16813422|17011224|19904199,P22033
580,cofactor,target,DB00115,unknown,Human,15979034|16268464|15612980|17611986|17024475,Q9UBK8
581,cofactor,target,DB00115,unknown,Human,17139284|17016423|15523652|16697227,Q8IVH4
582,cofactor,target,DB00115,unknown,Human,16843692|17431913|16714133|16311595,Q9Y4U1
583,cofactor,target,DB00115,unknown,Human,11979347|20589617,P42898
584,substrate,enzyme,DB00115,unknown,Human,16439175|16410054,Q96EY8
585,substrate,transporter,DB00115,unknown,Human,16047053,Q9BXJ7
586,substrate,transporter,DB00115,unknown,Human,17259255|16047053,P20061
587,substrate,transporter,DB00115,unknown,Human,15640468|16820193|17068171|16894458|16047053,P20062
588,substrate,transporter,DB00115,unknown,Human,15736970|15845892|16567952,P27352
589,substrate,transporter,DB00115,unknown,Human,15736970|15845892|16567952,O60494
590,cofactor,target,DB00116,unknown,Human,11323021|16171773|17533396|12949177|12937168,P11586
591,cofactor,target,DB00116,unknown,Human,12949177,P13995
592,cofactor,target,DB00116,unknown,Human,17139284|17016423|15090517,P48728
593,cofactor,target,DB00116,unknown,Human,10395731|10585460|11320079|16627483|16712799,O75891
594,cofactor,target,DB00116,unknown,Human,10978155|11169015|11237340|9398303|9730838,Q99707
595,cofactor,target,DB00116,unknown,Human,9677387|11488596|10329787|10673422,O95954
596,cofactor,target,DB00116,unknown,Human,12974624|11948179,P31939
597,cofactor,target,DB00116,unknown,Human,10656824|10998057|11386852|11752472|12668769|10592235,P34896
598,cofactor,target,DB00116,unknown,Human,11386852|11737206|12668769|12686103|12902326,P34897
599,cofactor,target,DB00116,unknown,Human,10024094|10196703|10208491|10233370|10893069,P42898
600,cofactor,target,DB00116,unknown,Human,17139284|17016423|17664250,Q53ET4
601,cofactor,target,DB00116,unknown,Human,17139284|17016423,P34896
602,cofactor,target,DB00116,unknown,Human,17139284|17016423,P34896
603,cofactor,target,DB00116,unknown,Human,17139284|17016423|17636160|16950805|16929515,P42898
604,cofactor,target,DB00116,unknown,Human,9449840|11386852|17651438|11737206|17142057,P34897
605,cofactor,target,DB00116,unknown,Human,10781559,Q96DP5
606,inhibitor,transporter,DB00116,unknown,Human,9756510,Q92887
607,,target,DB00117,unknown,Human,16790022|16960050|17227057|17075268|17191019,P19113
608,,target,DB00117,unknown,Human,17150756|16741232,P12081
609,,target,DB00117,unknown,Human,17139284|17016423|15843493,Q99624
610,,target,DB00117,unknown,Human,17191848|17536021|17185227|17193285,P42357
611,substrate|inhibitor,transporter,DB00117,unknown,Human,11278508|11827462,Q8TF71
612,cofactor,target,DB00118,unknown,Human,11435507|11810299|12221207|12697024|12742526,Q14749
613,cofactor,target,DB00118,unknown,Human,12545203|12974388|15051528|16515461,P17707
614,cofactor,target,DB00118,unknown,Human,11596649|12023972|12660248|12671891,P31153
615,activator,target,DB00118,unknown,Human,11524006|11559709|12163655|12269827,P35520
616,cofactor,target,DB00118,unknown,Human,11301045|12060674|12631701|12660248|12671891,Q00266
617,cofactor,target,DB00118,unknown,Human,20196537|18486144,P21964
618,inhibitor,enzyme,DB00118,unknown,Human,15763544|20238404,P05181
619,substrate,enzyme,DB00118,unknown,Human,11870804|12843627|15499902,P19623
620,,target,DB00119,unknown,Human,16213084,O15427
621,,target,DB00119,unknown,Human,16604139,P36021
622,,target,DB00119,unknown,Human,17139284|17016423|2632679,Q9BYV1
623,,target,DB00119,unknown,Human,16604139,O15375
624,,target,DB00119,unknown,Human,17574881|17547515|16720364|16644726|16365052,P30613
625,,target,DB00119,unknown,Human,16604139,O15403
626,,target,DB00119,unknown,Human,16604139|16766717|17556391|16597615|15953344,O60669
627,,target,DB00119,unknown,Human,16855207,P11177
628,,target,DB00119,unknown,Human,16132722|17308100|16741870|17587357|16375581,P14618
629,inhibitor,target,DB00119,unknown,Human,17355287|16435204|11752352,P80404
